A_thaliana_ortholog	Genefamily	Description	Gene_name	Species
AT1G62400.1	MAPKKK	RAF19	BnaC09g10690D	B. napus
AT1G62400.1	MAPKKK	RAF19	BnaA06g15730D	B. napus
AT1G79570.1	MAPKKK	RAF20	BnaA07g20270D	B. napus
AT1G79570.1	MAPKKK	RAF20	BnaC06g19750D	B. napus
AT1G79570.1	MAPKKK	RAF20	BnaA07g34990D	B. napus
AT1G79570.1	MAPKKK	RAF20	BnaC06g39920D	B. napus
AT2G17700.1	MAPKKK	RAF21	BnaC07g06560D	B. napus
AT2G17700.1	MAPKKK	RAF21	BnaA07g02860D	B. napus
AT2G17700.1	MAPKKK	RAF21	BnaC09g09490D	B. napus
AT2G17700.1	MAPKKK	RAF21	BnaA06g25660D	B. napus
AT2G17700.1	MAPKKK	RAF21	BnaA09g09260D	B. napus
AT2G17700.1	MAPKKK	RAF21	BnaC05g12000D	B. napus
AT2G17700.1	MAPKKK	RAF21	BnaCnng11260D	B. napus
AT2G17700.1	MAPKKK	RAF21	BnaC03g47910D	B. napus
AT2G24360.1	MAPKKK	RAF22	BnaC04g36500D	B. napus
AT2G24360.1	MAPKKK	RAF22	BnaC02g44950D	B. napus
AT2G24360.1	MAPKKK	RAF22	BnaA09g41440D	B. napus
AT2G24360.1	MAPKKK	RAF22	BnaA04g14300D	B. napus
AT2G31800.1	MAPKKK	RAF23	BnaA04g18450D	B. napus
AT2G31800.1	MAPKKK	RAF23	BnaA04g18460D	B. napus
AT2G31800.1	MAPKKK	RAF23	BnaC04g42550D	B. napus
AT2G31800.1	MAPKKK	RAF23	BnaC04g42540D	B. napus
AT2G31800.1	MAPKKK	RAF23	BnaC03g17770D	B. napus
AT2G31800.1	MAPKKK	RAF23	BnaA03g14720D	B. napus
AT2G35050.1	MAPKKK	RAF24	BnaAnng19500D	B. napus
AT2G35050.1	MAPKKK	RAF24	BnaA04g20490D	B. napus
AT2G35050.1	MAPKKK	RAF24	BnaC03g19260D	B. napus
AT2G35050.1	MAPKKK	RAF24	BnaA03g16060D	B. napus
AT4G14780.1	MAPKKK	RAF26	BnaC06g11610D	B. napus
AT4G14780.1	MAPKKK	RAF26	BnaA05g13210D	B. napus
AT4G18950.1	MAPKKK	RAF27	BnaC01g11450D	B. napus
AT4G18950.1	MAPKKK	RAF27	BnaA08g08960D	B. napus
AT4G18950.1	MAPKKK	RAF27	BnaA01g09740D	B. napus
AT4G31170.3	MAPKKK	RAF28	BnaC02g44940D	B. napus
AT4G31170.3	MAPKKK	RAF28	BnaA08g12620D	B. napus
AT4G31170.3	MAPKKK	RAF28	BnaA01g06020D	B. napus
AT4G31170.3	MAPKKK	RAF28	BnaC03g67730D	B. napus
AT4G31170.3	MAPKKK	RAF28	BnaA03g51320D	B. napus
AT4G31170.3	MAPKKK	RAF28	BnaC07g43180D	B. napus
AT4G31170.3	MAPKKK	RAF28	BnaC01g07280D	B. napus
AT4G35780.1	MAPKKK	RAF29	BnaC03g62520D	B. napus
AT4G38470.1	MAPKKK	RAF30	BnaCnng23380D	B. napus
AT4G38470.1	MAPKKK	RAF30	BnaAnng17990D	B. napus
AT4G38470.1	MAPKKK	RAF30	BnaC03g59990D	B. napus
AT4G38470.1	MAPKKK	RAF30	BnaA07g02330D	B. napus
AT4G38470.1	MAPKKK	RAF30	BnaAnng32540D	B. napus
AT4G38470.1	MAPKKK	RAF30	BnaA08g17100D	B. napus
AT5G01850.1	MAPKKK	RAF31	BnaAnng00070D	B. napus
AT5G40540.1	MAPKKK	RAF32	BnaC04g32700D	B. napus
AT5G40540.1	MAPKKK	RAF32	BnaA04g10430D	B. napus
AT5G50000.1	MAPKKK	RAF33	BnaC03g27590D	B. napus
AT5G50000.1	MAPKKK	RAF33	BnaA03g56980D	B. napus
AT5G50180.1	MAPKKK	RAF34	BnaA03g57020D	B. napus
AT5G50180.1	MAPKKK	RAF34	BnaC03g27670D	B. napus
AT5G57610.1	MAPKKK	RAF35	BnaC03g12870D	B. napus
AT5G57610.1	MAPKKK	RAF35	BnaA03g10200D	B. napus
AT5G57610.1	MAPKKK	RAF35	BnaA03g10190D	B. napus
AT5G58950.1	MAPKKK	RAF36	BnaA02g07350D	B. napus
AT5G58950.1	MAPKKK	RAF36	BnaA02g07360D	B. napus
AT5G58950.1	MAPKKK	RAF36	BnaAnng31270D	B. napus
AT5G58950.1	MAPKKK	RAF36	BnaC02g10410D	B. napus
AT5G58950.1	MAPKKK	RAF36	BnaC09g34210D	B. napus
AT5G58950.1	MAPKKK	RAF36	BnaC03g12290D	B. napus
AT5G58950.1	MAPKKK	RAF36	BnaA03g09730D	B. napus
AT5G66710.1	MAPKKK	RAF37	BnaA07g37480D	B. napus
AT5G66710.1	MAPKKK	RAF37	BnaA09g52640D	B. napus
AT5G66710.1	MAPKKK	RAF37	BnaC07g16600D	B. napus
AT5G66710.1	MAPKKK	RAF37	BnaC09g07840D	B. napus
AT3G01490.1	MAPKKK	RAF38	BnaA05g33820D	B. napus
AT3G01490.1	MAPKKK	RAF38	BnaC05g48860D	B. napus
AT3G22750.1	MAPKKK	RAF39	BnaCnng28670D	B. napus
AT3G22750.1	MAPKKK	RAF39	BnaC05g29750D	B. napus
AT3G22750.1	MAPKKK	RAF39	BnaA05g16950D	B. napus
AT3G22750.1	MAPKKK	RAF39	BnaA01g24530D	B. napus
AT3G27560.1	MAPKKK	RAF41	BnaA06g32000D	B. napus
AT3G27560.1	MAPKKK	RAF41	BnaC07g24480D	B. napus
AT3G46930.1	MAPKKK	RAF43	BnaA06g17770D	B. napus
AT3G46930.1	MAPKKK	RAF43	BnaC03g56180D	B. napus
AT3G59830.1	MAPKKK	RAF46	BnaA07g18550D	B. napus
AT3G59830.1	MAPKKK	RAF46	BnaC06g17580D	B. napus
AT3G59830.1	MAPKKK	RAF46	BnaA09g38050D	B. napus
AT3G59830.1	MAPKKK	RAF46	BnaC08g30020D	B. napus
AT3G58760.1	MAPKKK	RAF47	BnaA09g55320D	B. napus
AT3G58760.1	MAPKKK	RAF47	BnaC04g23370D	B. napus
AT3G58760.1	MAPKKK	RAF47	BnaA04g01820D	B. napus
AT3G58760.1	MAPKKK	RAF47	BnaC08g29500D	B. napus
AT3G63260.1	MAPKKK	RAF48	BnaAnng12600D	B. napus
AT3G63260.1	MAPKKK	RAF48	BnaA09g55660D	B. napus
AT3G63260.1	MAPKKK	RAF48	BnaC08g32780D	B. napus
AT3G63260.1	MAPKKK	RAF48	BnaC04g20750D	B. napus
AT5G03730.1	MAPKKK	CTR1	BnaCnng02610D	B. napus
AT5G03730.1	MAPKKK	CTR1	BnaA03g01030D	B. napus
AT5G03730.1	MAPKKK	CTR1	BnaC03g01380D	B. napus
AT5G03730.1	MAPKKK	CTR1	BnaA10g26380D	B. napus
AT1G08720.1	MAPKKK	EDR1	BnaC08g43010D	B. napus
AT1G08720.1	MAPKKK	EDR1	BnaA09g48750D	B. napus
AT1G08720.1	MAPKKK	EDR1	BnaC08g07180D	B. napus
AT3G51630.2	MAPKKK	ZIK1	BnaC08g22930D	B. napus
AT3G51630.2	MAPKKK	ZIK1	BnaA09g32130D	B. napus
AT5G58350.1	MAPKKK	ZIK2	BnaA02g07690D	B. napus
AT5G58350.1	MAPKKK	ZIK2	BnaA10g11970D	B. napus
AT5G58350.1	MAPKKK	ZIK2	BnaC09g33820D	B. napus
AT5G58350.1	MAPKKK	ZIK2	BnaCnng64310D	B. napus
AT5G58350.1	MAPKKK	ZIK2	BnaC02g10760D	B. napus
AT5G58350.1	MAPKKK	ZIK2	BnaA03g09790D	B. napus
AT3G22420.1	MAPKKK	ZIK3	BnaC03g42810D	B. napus
AT3G22420.1	MAPKKK	ZIK3	BnaA05g17210D	B. napus
AT3G22420.1	MAPKKK	ZIK3	BnaC05g30170D	B. napus
AT3G22420.1	MAPKKK	ZIK3	BnaA03g36640D	B. napus
AT3G04910.1	MAPKKK	ZIK4	BnaC03g34010D	B. napus
AT3G04910.1	MAPKKK	ZIK4	BnaC05g46960D	B. napus
AT3G04910.1	MAPKKK	ZIK4	BnaAnng10720D	B. napus
AT3G04910.1	MAPKKK	ZIK4	BnaA03g28850D	B. napus
AT3G18750.3	MAPKKK	ZIK5	BnaA01g26550D	B. napus
AT3G18750.3	MAPKKK	ZIK5	BnaC01g43870D	B. napus
AT3G18750.3	MAPKKK	ZIK5	BnaC03g40670D	B. napus
AT3G18750.3	MAPKKK	ZIK5	BnaA03g34920D	B. napus
AT5G41990.1	MAPKKK	ZIK6	BnaC06g13830D	B. napus
AT5G41990.1	MAPKKK	ZIK6	BnaA07g15600D	B. napus
AT5G55560.1	MAPKKK	ZIK8	BnaA02g08990D	B. napus
AT5G55560.1	MAPKKK	ZIK8	BnaC03g14140D	B. napus
AT5G55560.1	MAPKKK	ZIK8	BnaA03g11320D	B. napus
AT5G55560.1	MAPKKK	ZIK8	BnaC09g32070D	B. napus
AT5G55560.1	MAPKKK	ZIK8	BnaA10g09670D	B. napus
AT5G55560.1	MAPKKK	ZIK8	BnaC02g12970D	B. napus
AT5G28080.2	MAPKKK	ZIK9	BnaAnng39660D	B. napus
AT5G28080.2	MAPKKK	ZIK9	BnaCnng76130D	B. napus
AT5G28080.2	MAPKKK	ZIK9	BnaA09g51650D	B. napus
AT5G28080.2	MAPKKK	ZIK9	BnaC09g02900D	B. napus
AT5G28080.2	MAPKKK	ZIK9	BnaC07g27600D	B. napus
AT5G28080.2	MAPKKK	ZIK9	BnaA06g29070D	B. napus
AT3G48260.1	MAPKKK	ZIK11	BnaA06g20860D	B. napus
AT3G48260.1	MAPKKK	ZIK11	BnaC03g53220D	B. napus
AT4G26070.3	MAPKK	MKK1	BnaA03g47820D	B. napus
AT4G26070.3	MAPKK	MKK1	BnaC07g40090D	B. napus
AT4G29810.1	MAPKK	MKK2	BnaA01g07170D	B. napus
AT4G29810.1	MAPKK	MKK2	BnaC01g08650D	B. napus
AT5G40440.1	MAPKK	MKK3	BnaA04g10280D	B. napus
AT5G40440.1	MAPKK	MKK3	BnaC04g32540D	B. napus
AT1G51660.1	MAPKK	MKK4	BnaC03g77890D	B. napus
AT1G51660.1	MAPKK	MKK4	BnaA05g15300D	B. napus
AT1G51660.1	MAPKK	MKK4	BnaA08g01860D	B. napus
AT1G51660.1	MAPKK	MKK4	BnaC06g08920D	B. napus
AT3G21220.1	MAPKK	MKK5	BnaC01g32150D	B. napus
AT3G21220.1	MAPKK	MKK5	BnaC03g41980D	B. napus
AT3G21220.1	MAPKK	MKK5	BnaC03g41990D	B. napus
AT3G21220.1	MAPKK	MKK5	BnaA01g25260D	B. napus
AT3G21220.1	MAPKK	MKK5	BnaA03g36120D	B. napus
AT3G21220.1	MAPKK	MKK5	BnaA03g36110D	B. napus
AT5G56580.1	MAPKK	MKK6	BnaAnng19900D	B. napus
AT5G56580.1	MAPKK	MKK6	BnaC09g33150D	B. napus
AT5G56580.1	MAPKK	MKK6	BnaC03g13390D	B. napus
AT5G56580.1	MAPKK	MKK6	BnaC06g27080D	B. napus
AT5G56580.1	MAPKK	MKK6	BnaA03g10710D	B. napus
AT3G06230.1	MAPKK	MKK8	BnaA05g31110D	B. napus
AT3G06230.1	MAPKK	MKK8	BnaC05g45630D	B. napus
AT1G73500.1	MAPKK	MKK9	BnaA02g35860D	B. napus
AT1G73500.1	MAPKK	MKK9	BnaC06g23550D	B. napus
AT1G73500.1	MAPKK	MKK9	BnaA07g22640D	B. napus
AT1G73500.1	MAPKK	MKK9	BnaC02g22230D	B. napus
AT1G32320.1	MAPKK	MKK10	BnaC05g24430D	B. napus
AT1G32320.1	MAPKK	MKK10	BnaA09g24440D	B. napus
AT1G10210.2	MAPK	MPK1	BnaC05g07560D	B. napus
AT1G10210.2	MAPK	MPK1	BnaA06g06010D	B. napus
AT1G59580.2	MAPK	MPK2	BnaA01g21880D	B. napus
AT1G59580.2	MAPK	MPK2	BnaC01g28210D	B. napus
AT1G59580.2	MAPK	MPK2	BnaA07g22180D	B. napus
AT3G45640.1	MAPK	MPK3	BnaA06g18440D	B. napus
AT3G45640.1	MAPK	MPK3	BnaC03g55440D	B. napus
AT4G01370.1	MAPK	MPK4	BnaA03g26950D	B. napus
AT4G01370.1	MAPK	MPK4	BnaC03g31910D	B. napus
AT4G11330.1	MAPK	MPK5	BnaC09g24030D	B. napus
AT4G11330.1	MAPK	MPK5	BnaA09g21830D	B. napus
AT2G43790.1	MAPK	MPK6	BnaC04g03080D	B. napus
AT2G43790.1	MAPK	MPK6	BnaC03g24480D	B. napus
AT2G43790.1	MAPK	MPK6	BnaA09g38010D	B. napus
AT2G43790.1	MAPK	MPK6	BnaA05g03550D	B. napus
AT2G43790.1	MAPK	MPK6	BnaA03g20470D	B. napus
AT2G43790.1	MAPK	MPK6	BnaC08g29970D	B. napus
AT2G18170.1	MAPK	MPK7	BnaC09g09670D	B. napus
AT2G18170.1	MAPK	MPK7	BnaA09g09520D	B. napus
AT2G18170.1	MAPK	MPK7	BnaA07g01930D	B. napus
AT1G18150.3	MAPK	MPK8	BnaUnng04140D	B. napus
AT1G18150.3	MAPK	MPK8	BnaA09g44690D	B. napus
AT1G18150.3	MAPK	MPK8	BnaCnng74180D	B. napus
AT1G18150.3	MAPK	MPK8	BnaC05g50100D	B. napus
AT1G18150.3	MAPK	MPK8	BnaA06g12330D	B. napus
AT1G18150.3	MAPK	MPK8	BnaC03g41450D	B. napus
AT1G18150.3	MAPK	MPK8	BnaA08g03710D	B. napus
AT1G18150.3	MAPK	MPK8	BnaA08g22760D	B. napus
AT1G18150.3	MAPK	MPK8	BnaC04g39780D	B. napus
AT1G18150.3	MAPK	MPK8	BnaC08g37390D	B. napus
AT1G18150.3	MAPK	MPK8	BnaC08g17800D	B. napus
AT1G18150.3	MAPK	MPK8	BnaC08g17790D	B. napus
AT1G18150.3	MAPK	MPK8	BnaC04g10000D	B. napus
AT1G18150.3	MAPK	MPK8	BnaC03g33600D	B. napus
AT3G18040.1	MAPK	MPK9	BnaCnng17720D	B. napus
AT3G18040.1	MAPK	MPK9	BnaA05g22170D	B. napus
AT3G59790.1	MAPK	MPK10	BnaC04g22680D	B. napus
AT3G59790.1	MAPK	MPK10	BnaC04g22710D	B. napus
AT3G59790.1	MAPK	MPK10	BnaA07g18530D	B. napus
AT3G59790.1	MAPK	MPK10	BnaC06g17560D	B. napus
AT3G59790.1	MAPK	MPK10	BnaA09g38000D	B. napus
AT3G59790.1	MAPK	MPK10	BnaA04g01530D	B. napus
AT3G59790.1	MAPK	MPK10	BnaA04g01520D	B. napus
AT3G59790.1	MAPK	MPK10	BnaC08g29980D	B. napus
AT2G46070.1	MAPK	MPK12	BnaC04g04740D	B. napus
AT2G46070.1	MAPK	MPK12	BnaC04g50710D	B. napus
AT2G46070.1	MAPK	MPK12	BnaA04g26650D	B. napus
AT2G46070.1	MAPK	MPK12	BnaA05g05340D	B. napus
AT1G07880.2	MAPK	MPK13	BnaC08g43500D	B. napus
AT1G07880.2	MAPK	MPK13	BnaA09g49200D	B. napus
AT1G73670.1	MAPK	MPK15	BnaC04g53820D	B. napus
AT1G73670.1	MAPK	MPK15	BnaC06g23500D	B. napus
AT1G73670.1	MAPK	MPK15	BnaA07g22580D	B. napus
AT5G19010.1	MAPK	MPK16	BnaAnng36620D	B. napus
AT5G19010.1	MAPK	MPK16	BnaC03g64630D	B. napus
AT5G19010.1	MAPK	MPK16	BnaAnng22780D	B. napus
AT5G19010.1	MAPK	MPK16	BnaC09g38840D	B. napus
AT5G19010.1	MAPK	MPK16	BnaA02g21110D	B. napus
AT5G19010.1	MAPK	MPK16	BnaA01g20840D	B. napus
AT5G19010.1	MAPK	MPK16	BnaC03g09450D	B. napus
AT5G19010.1	MAPK	MPK16	BnaA10g16050D	B. napus
AT2G01450.4	MAPK	MPK17	BnaA06g34930D	B. napus
AT2G01450.4	MAPK	MPK17	BnaC02g47660D	B. napus
AT2G01450.4	MAPK	MPK17	BnaA02g26910D	B. napus
AT2G01450.4	MAPK	MPK17	BnaA09g18630D	B. napus
AT2G01450.4	MAPK	MPK17	BnaC07g20800D	B. napus
AT1G53510.1	MAPK	MPK18	BnaA06g00890D	B. napus
AT1G53510.1	MAPK	MPK18	BnaCnng35890D	B. napus
AT1G53510.1	MAPK	MPK18	BnaA05g14400D	B. napus
AT1G53510.1	MAPK	MPK18	BnaC06g06380D	B. napus
AT3G14720.1	MAPK	MPK19	BnaA01g29230D	B. napus
AT3G14720.1	MAPK	MPK19	BnaC01g36660D	B. napus
AT3G14720.1	MAPK	MPK19	BnaA05g24830D	B. napus
AT3G14720.1	MAPK	MPK19	BnaC05g38860D	B. napus
AT2G42880.1	MAPK	MPK20	BnaCnng35780D	B. napus
AT2G42880.1	MAPK	MPK20	BnaC03g23890D	B. napus
AT2G42880.1	MAPK	MPK20	BnaA05g03140D	B. napus
AT2G42880.1	MAPK	MPK20	BnaA03g19910D	B. napus
AT2G04880.2	WRKY	WRKY1	BnaC03g44980D	B. napus
AT2G04880.1	WRKY	WRKY1	BnaA03g37950D	B. napus
AT5G56270.1	WRKY	WRKY2	BnaA10g10500D	B. napus
AT5G56270.1	WRKY	WRKY2	BnaC03g13730D	B. napus
AT5G56270.1	WRKY	WRKY2	BnaA03g10980D	B. napus
AT5G56270.1	WRKY	WRKY2	BnaC09g53550D	B. napus
AT2G03340.1	WRKY	WRKY3	BnaC02g47970D	B. napus
AT2G03340.1	WRKY	WRKY3	BnaA02g36910D	B. napus
AT2G03340.1	WRKY	WRKY3	BnaC02g34990D	B. napus
AT2G03340.1	WRKY	WRKY3	BnaA06g33730D	B. napus
AT2G03340.1	WRKY	WRKY3	BnaC07g22240D	B. napus
AT1G13960.1	WRKY	WRKY4	BnaCnng39610D	B. napus
AT1G13960.2	WRKY	WRKY4	BnaA09g45940D	B. napus
AT1G13960.1	WRKY	WRKY4	BnaC05g10200D	B. napus
AT1G13960.2	WRKY	WRKY4	BnaC08g40010D	B. napus
AT1G13960.1	WRKY	WRKY4	BnaA08g24160D	B. napus
AT1G13960.1	WRKY	WRKY4	BnaA06g08890D	B. napus
AT1G62300.1	WRKY	WRKY6	BnaC04g19430D	B. napus
AT1G62300.1	WRKY	WRKY6	BnaC09g13680D	B. napus
AT1G62300.1	WRKY	WRKY6	BnaA03g59960D	B. napus
AT1G62300.1	WRKY	WRKY6	BnaA09g13370D	B. napus
AT4G24240.1	WRKY	WRKY7	BnaA03g46550D	B. napus
AT4G24240.1	WRKY	WRKY7	BnaA01g13720D	B. napus
AT4G24240.1	WRKY	WRKY7	BnaC01g16120D	B. napus
AT4G24240.1	WRKY	WRKY7	BnaC07g38840D	B. napus
AT5G46350.1	WRKY	WRKY8	BnaA06g36020D	B. napus
AT5G46350.1	WRKY	WRKY8	BnaA09g17960D	B. napus
AT5G46350.1	WRKY	WRKY8	BnaA02g24470D	B. napus
AT5G46350.1	WRKY	WRKY8	BnaC09g19320D	B. napus
AT5G46350.1	WRKY	WRKY8	BnaC07g19090D	B. napus
AT5G46350.1	WRKY	WRKY8	BnaC02g32270D	B. napus
AT1G68150.1	WRKY	WRKY9	BnaA07g26870D	B. napus
AT1G68150.1	WRKY	WRKY9	BnaC06g29310D	B. napus
AT1G68150.1	WRKY	WRKY9	BnaC02g17970D	B. napus
AT1G55600.1	WRKY	WRKY10	BnaC06g07320D	B. napus
AT1G55600.1	WRKY	WRKY10	BnaA08g29320D	B. napus
AT1G55600.1	WRKY	WRKY10	BnaCnng77260D	B. napus
AT1G55600.1	WRKY	WRKY10	BnaC03g77690D	B. napus
AT1G55600.1	WRKY	WRKY10	BnaC03g70660D	B. napus
AT1G55600.1	WRKY	WRKY10	BnaC06g11020D	B. napus
AT1G55600.1	WRKY	WRKY10	BnaCnng39880D	B. napus
AT1G55600.1	WRKY	WRKY10	BnaCnng39890D	B. napus
AT1G55600.1	WRKY	WRKY10	BnaAnng23800D	B. napus
AT1G55600.1	WRKY	WRKY10	BnaAnng23810D	B. napus
AT1G55600.1	WRKY	WRKY10	BnaAnng24700D	B. napus
AT1G55600.1	WRKY	WRKY10	BnaAnng25430D	B. napus
AT1G55600.1	WRKY	WRKY10	BnaC03g69190D	B. napus
AT1G55600.1	WRKY	WRKY10	BnaC03g69160D	B. napus
AT1G55600.1	WRKY	WRKY10	BnaA05g13660D	B. napus
AT4G31550.1	WRKY	WRKY11	BnaA08g12420D	B. napus
AT4G31550.1	WRKY	WRKY11	BnaA01g34790D	B. napus
AT4G31550.1	WRKY	WRKY11	BnaC03g67520D	B. napus
AT4G31550.1	WRKY	WRKY11	BnaA03g51590D	B. napus
AT4G31550.1	WRKY	WRKY11	BnaC07g43320D	B. napus
AT4G31550.1	WRKY	WRKY11	BnaC01g06900D	B. napus
AT2G44745.1	WRKY	WRKY12	BnaC04g49810D	B. napus
AT2G44745.1	WRKY	WRKY12	BnaCnng75330D	B. napus
AT2G44745.1	WRKY	WRKY12	BnaA04g25840D	B. napus
AT2G44745.1	WRKY	WRKY12	BnaC04g05170D	B. napus
AT2G44745.1	WRKY	WRKY12	BnaC03g24960D	B. napus
AT2G44745.1	WRKY	WRKY12	BnaA03g20910D	B. napus
AT4G39410.1	WRKY	WRKY13	BnaA06g40630D	B. napus
AT4G39410.1	WRKY	WRKY13	BnaC03g60600D	B. napus
AT4G39410.1	WRKY	WRKY13	BnaA01g05500D	B. napus
AT4G39410.1	WRKY	WRKY13	BnaC07g47230D	B. napus
AT1G30650.1	WRKY	WRKY14	BnaC05g23680D	B. napus
AT1G30650.1	WRKY	WRKY14	BnaC07g08810D	B. napus
AT1G30650.1	WRKY	WRKY14	BnaA07g07190D	B. napus
AT2G23320.1	WRKY	WRKY15	BnaA04g13570D	B. napus
AT2G23320.1	WRKY	WRKY15	BnaC04g35770D	B. napus
AT5G45050.1	WRKY	WRKY16	BnaC09g18980D	B. napus
AT5G45050.1	WRKY	WRKY16	BnaA02g23840D	B. napus
AT5G45050.2	WRKY	WRKY16	BnaA02g23830D	B. napus
AT2G24570.1	WRKY	WRKY17	BnaC04g36310D	B. napus
AT2G24570.1	WRKY	WRKY17	BnaA04g14500D	B. napus
AT4G31800.1	WRKY	WRKY18	BnaC03g67380D	B. napus
AT4G31800.1	WRKY	WRKY18	BnaAnng32610D	B. napus
AT4G31800.1	WRKY	WRKY18	BnaC07g43490D	B. napus
AT4G31800.1	WRKY	WRKY18	BnaA01g05060D	B. napus
AT4G31800.1	WRKY	WRKY18	BnaC01g06660D	B. napus
AT4G26640.2	WRKY	WRKY20	BnaCnng68630D	B. napus
AT4G26640.2	WRKY	WRKY20	BnaA08g14350D	B. napus
AT4G26640.2	WRKY	WRKY20	BnaA03g48160D	B. napus
AT4G26640.2	WRKY	WRKY20	BnaC08g12240D	B. napus
AT4G26640.2	WRKY	WRKY20	BnaA01g15760D	B. napus
AT4G26640.2	WRKY	WRKY20	BnaC07g40660D	B. napus
AT4G26640.2	WRKY	WRKY20	BnaC01g18810D	B. napus
AT2G30590.1	WRKY	WRKY21	BnaC03g17030D	B. napus
AT2G30590.1	WRKY	WRKY21	BnaA04g17690D	B. napus
AT2G30590.1	WRKY	WRKY21	BnaA05g11870D	B. napus
AT2G30590.1	WRKY	WRKY21	BnaC04g13870D	B. napus
AT2G30590.1	WRKY	WRKY21	BnaC04g41330D	B. napus
AT2G30590.1	WRKY	WRKY21	BnaA03g14060D	B. napus
AT4G01250.1	WRKY	WRKY22	BnaA09g00120D	B. napus
AT4G01250.1	WRKY	WRKY22	BnaC02g27650D	B. napus
AT4G01250.1	WRKY	WRKY22	BnaCnng02000D	B. napus
AT2G47260.1	WRKY	WRKY23	BnaA04g26970D	B. napus
AT2G47260.1	WRKY	WRKY23	BnaC04g51410D	B. napus
AT2G47260.1	WRKY	WRKY23	BnaC04g00310D	B. napus
AT2G47260.1	WRKY	WRKY23	BnaA05g00620D	B. napus
AT5G41570.1	WRKY	WRKY24	BnaA04g11210D	B. napus
AT5G41570.1	WRKY	WRKY24	BnaCnng11190D	B. napus
AT2G30250.1	WRKY	WRKY25	BnaC03g16740D	B. napus
AT2G30250.1	WRKY	WRKY25	BnaA04g17420D	B. napus
AT2G30250.1	WRKY	WRKY25	BnaA05g12160D	B. napus
AT2G30250.1	WRKY	WRKY25	BnaC04g41050D	B. napus
AT2G30250.1	WRKY	WRKY25	BnaC04g14500D	B. napus
AT2G30250.1	WRKY	WRKY25	BnaA03g13820D	B. napus
AT5G07100.1	WRKY	WRKY26	BnaC02g01720D	B. napus
AT5G07100.1	WRKY	WRKY26	BnaAnng01980D	B. napus
AT5G52830.1	WRKY	WRKY27	BnaA02g10650D	B. napus
AT5G52830.1	WRKY	WRKY27	BnaC02g14940D	B. napus
AT4G18170.1	WRKY	WRKY28	BnaC08g11240D	B. napus
AT4G18170.1	WRKY	WRKY28	BnaC08g10370D	B. napus
AT4G18170.1	WRKY	WRKY28	BnaC01g10570D	B. napus
AT4G18170.1	WRKY	WRKY28	BnaC07g35130D	B. napus
AT4G18170.1	WRKY	WRKY28	BnaA08g08590D	B. napus
AT4G18170.1	WRKY	WRKY28	BnaA01g08990D	B. napus
AT4G18170.1	WRKY	WRKY28	BnaA03g43640D	B. napus
AT4G23550.1	WRKY	WRKY29	BnaC01g15320D	B. napus
AT4G23550.1	WRKY	WRKY29	BnaA03g46020D	B. napus
AT4G23550.1	WRKY	WRKY29	BnaC03g65200D	B. napus
AT4G23550.1	WRKY	WRKY29	BnaA01g13230D	B. napus
AT4G23550.1	WRKY	WRKY29	BnaA08g10660D	B. napus
AT4G23550.1	WRKY	WRKY29	BnaC07g38350D	B. napus
AT5G24110.1	WRKY	WRKY30	BnaA09g05000D	B. napus
AT5G24110.1	WRKY	WRKY30	BnaC07g30300D	B. napus
AT5G24110.1	WRKY	WRKY30	BnaC09g04560D	B. napus
AT5G24110.1	WRKY	WRKY30	BnaA06g26680D	B. napus
AT4G22070.1	WRKY	WRKY31	BnaC04g40940D	B. napus
AT4G22070.1	WRKY	WRKY31	BnaA01g11880D	B. napus
AT4G22070.1	WRKY	WRKY31	BnaC01g13500D	B. napus
AT4G30935.1	WRKY	WRKY32	BnaA08g12810D	B. napus
AT4G30935.1	WRKY	WRKY32	BnaC03g67830D	B. napus
AT4G30935.1	WRKY	WRKY32	BnaA03g51140D	B. napus
AT4G30935.1	WRKY	WRKY32	BnaC07g42990D	B. napus
AT2G38470.1	WRKY	WRKY33	BnaA04g22040D	B. napus
AT2G38470.1	WRKY	WRKY33	BnaA05g34850D	B. napus
AT2G38470.1	WRKY	WRKY33	BnaC03g21360D	B. napus
AT2G38470.1	WRKY	WRKY33	BnaC07g27590D	B. napus
AT2G38470.1	WRKY	WRKY33	BnaCnng66020D	B. napus
AT2G38470.1	WRKY	WRKY33	BnaA03g17820D	B. napus
AT2G38470.1	WRKY	WRKY33	BnaC04g06800D	B. napus
AT4G26440.1	WRKY	WRKY34	BnaA03g48030D	B. napus
AT4G26440.1	WRKY	WRKY34	BnaCnng64000D	B. napus
AT4G26440.1	WRKY	WRKY34	BnaA01g15570D	B. napus
AT4G26440.1	WRKY	WRKY34	BnaC01g18490D	B. napus
AT2G34830.1	WRKY	WRKY35	BnaCnng22580D	B. napus
AT2G34830.1	WRKY	WRKY35	BnaA04g20400D	B. napus
AT2G34830.1	WRKY	WRKY35	BnaAnng30430D	B. napus
AT1G69810.1	WRKY	WRKY36	BnaA02g35700D	B. napus
AT1G69810.1	WRKY	WRKY36	BnaC06g30870D	B. napus
AT1G69810.1	WRKY	WRKY36	BnaCnng60780D	B. napus
AT5G22570.1	WRKY	WRKY38	BnaA02g05730D	B. napus
AT5G22570.1	WRKY	WRKY38	BnaAnng39080D	B. napus
AT5G22570.1	WRKY	WRKY38	BnaC09g36400D	B. napus
